startTimePeriod,CumDensity,long,lat
18/12/2015 0:00,2,103.78145,1.1744146
18/12/2015 0:00,16,103.783123612,1.2253900353
18/12/2015 0:00,5,103.844459175,1.21065215357
18/12/2015 0:00,5,103.8308536,1.205313445
18/12/2015 0:00,5,103.819281588,1.2062461125
18/12/2015 0:00,5,103.84431244,1.205993964
18/12/2015 0:00,1,103.827768,1.1950361
18/12/2015 0:00,13,103.866077287,1.23489072813
18/12/2015 0:00,5,103.8908154,1.2251638
18/12/2015 0:00,11,103.781687126,1.24992529706
18/12/2015 0:00,8,103.834607256,1.2624825623
18/12/2015 0:00,1,103.90070906,1.2465435
18/12/2015 0:00,12,103.914981055,1.27286721818
18/12/2015 0:00,12,103.941129968,1.26927516
18/12/2015 0:00,3,103.956585,1.260779
18/12/2015 0:00,1,104.1065086,1.294083
18/12/2015 1:00,5,103.6012167,1.2151
18/12/2015 1:00,8,103.6580097,1.2004558
18/12/2015 1:00,62,103.6602458,1.20948365455
18/12/2015 1:00,62,103.73179653,1.24227702603
18/12/2015 1:00,62,103.759984277,1.24684895909
18/12/2015 1:00,62,103.74584592,1.27198656
18/12/2015 1:00,24,103.652038186,1.24502212143
18/12/2015 1:00,1,103.78145,1.1744146
18/12/2015 1:00,25,103.783123612,1.2253900353
18/12/2015 1:00,8,103.844459175,1.21065215357
18/12/2015 1:00,8,103.8308536,1.205313445
18/12/2015 1:00,8,103.819281588,1.2062461125
18/12/2015 1:00,8,103.84431244,1.205993964
18/12/2015 1:00,1,103.827768,1.1950361
18/12/2015 1:00,7,103.866077287,1.23489072813
18/12/2015 1:00,6,103.8908154,1.2251638
18/12/2015 1:00,18,103.781687126,1.24992529706
18/12/2015 1:00,8,103.834607256,1.2624825623
18/12/2015 1:00,6,103.90070906,1.2465435
18/12/2015 1:00,5,103.914981055,1.27286721818
18/12/2015 1:00,5,103.941129968,1.26927516
18/12/2015 1:00,2,104.1065086,1.294083
18/12/2015 2:00,1,103.6012167,1.2151
18/12/2015 2:00,3,103.783123612,1.2253900353
18/12/2015 2:00,1,103.6602458,1.20948365455
18/12/2015 2:00,1,103.73179653,1.24227702603
18/12/2015 2:00,1,103.759984277,1.24684895909
18/12/2015 2:00,1,103.74584592,1.27198656
18/12/2015 2:00,1,103.781687126,1.24992529706
18/12/2015 2:00,2,103.834607256,1.2624825623
18/12/2015 2:00,1,103.8908154,1.2251638
18/12/2015 3:00,11,103.6012167,1.2151
18/12/2015 3:00,37,103.6602458,1.20948365455
18/12/2015 3:00,37,103.73179653,1.24227702603
18/12/2015 3:00,37,103.759984277,1.24684895909
18/12/2015 3:00,37,103.74584592,1.27198656
18/12/2015 3:00,3,103.6580097,1.2004558
18/12/2015 3:00,8,103.652038186,1.24502212143
18/12/2015 3:00,4,103.78145,1.1744146
18/12/2015 3:00,17,103.783123612,1.2253900353
18/12/2015 3:00,4,103.827768,1.1950361
18/12/2015 3:00,18,103.844459175,1.21065215357
18/12/2015 3:00,18,103.8308536,1.205313445
18/12/2015 3:00,18,103.819281588,1.2062461125
18/12/2015 3:00,18,103.84431244,1.205993964
18/12/2015 3:00,15,103.866077287,1.23489072813
18/12/2015 3:00,3,103.8908154,1.2251638
18/12/2015 3:00,21,103.781687126,1.24992529706
18/12/2015 3:00,8,103.834607256,1.2624825623
18/12/2015 3:00,3,103.90070906,1.2465435
18/12/2015 3:00,2,103.914981055,1.27286721818
18/12/2015 3:00,2,103.941129968,1.26927516
18/12/2015 3:00,2,104.1065086,1.294083
18/12/2015 4:00,6,103.6012167,1.2151
18/12/2015 4:00,8,103.652038186,1.24502212143
18/12/2015 4:00,8,103.6602458,1.20948365455
18/12/2015 4:00,8,103.73179653,1.24227702603
18/12/2015 4:00,8,103.759984277,1.24684895909
18/12/2015 4:00,8,103.74584592,1.27198656
18/12/2015 4:00,3,103.783123612,1.2253900353
